case,problem,cores,single_makespan,makespan,pick_makespan,speedup,added_copy_bytes,spill_added_copy_bytes,cache_hit_rate,subgraphs,predicted,params,eval_file,solve_seconds,eval_seconds
case_054,1,5,815051,264087,264087,3.0863,9074326,0,,552,227606.43333333332,"('A', 0.25, 16, 4.0)",results_all/eval/case_054_p1_n5.json,33.2,25.7
case_054,2,1,815051,782659,782659,1.0,273626,273626,,52,777937.1035502928,"('B', 0.1, 16, 8.0, None, 'blc')",results_all/eval/case_054_p2_n1.json,22.4,19.2
case_054,2,2,815051,404625,404625,2.0143,2475270,0,,3056,396275.89999999997,"('B', 0.1, 16, 8.0, None, 'blc')",results_all/eval/case_054_p2_n2.json,24.4,16.5
case_054,2,3,815051,276642,276642,2.9462,4729580,0,,3788,266123.9666666667,"('B', 0.1, 64, 2.0)",results_all/eval/case_054_p2_n3.json,25.7,17.6
case_054,2,4,815051,218381,218381,3.7322,5567538,0,,3868,204158.96666666673,"('B', 0.1, 64, 2.0, None, 'blc')",results_all/eval/case_054_p2_n4.json,29.9,17.1
case_054,2,5,815051,188618,188618,4.3212,4744344,0,,3668,173731.03333333338,"('B', 0.25, 64, 8.0)",results_all/eval/case_054_p2_n5.json,28.8,15.7
case_054,3,1,815051,782659,782659,1.0,273626,273626,1.4916467780429595e-05,52,777937.1035502928,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_054_p3_n1.json,25.1,21.0
case_054,3,2,815051,404612,404612,2.0144,2475270,0,0.0557155892353709,3056,396275.89999999997,p2_plan,results_all/eval/case_054_p3_n2.json,39.7,22.1
case_054,3,3,815051,276563,277080,2.9471,4729580,0,0.14034991221074053,3788,266123.9666666667,p2_plan,results_all/eval/case_054_p3_n3.json,38.5,44.1
case_054,3,4,815051,213898,213898,3.8105,5020306,0,0.19951453989343604,3741,201538.69999999995,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_054_p3_n4.json,31.8,16.1
case_054,3,5,815051,186486,186486,4.3706,5691384,0,0.22305145866605922,3810,169099.53199999995,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_054_p3_n5.json,32.4,16.2
case_055,1,1,118835,118835,118835,1.0,69632,69632,,1,101360.20158890205,"('A', 0.25, 16, 2.0)",results/single/case_055_single.json,2.5,0.0
case_055,1,2,118835,68133,68133,1.7442,57856,0,,2,52428.96666666667,"('A', 0.25, 16, 2.0)",results_all/eval/case_055_p1_n2.json,2.0,1.5
case_055,1,3,118835,42482,42482,2.7973,238604,0,,7,32626.533333333333,"('A', 0.25, 16, 1.0)",results_all/eval/case_055_p1_n3.json,2.3,0.9
case_055,1,4,118835,29629,29629,4.0108,115712,0,,4,27021.36666666667,"('A', 1.0, 16, 2.0)",results_all/eval/case_055_p1_n4.json,2.7,1.1
case_055,1,5,118835,28202,28202,4.2137,157184,0,,5,22561.7,"('A', 1.0, 16, 0.0)",results_all/eval/case_055_p1_n5.json,2.6,1.3
case_055,2,1,118835,119646,119646,1.0,0,0,,31,96675.7,"('B', 0.1, 16, 8.0)",results_all/eval/case_055_p2_n1.json,2.1,0.9
case_055,2,2,118835,58326,58326,2.0374,217616,0,,61,49769.566666666666,"('B', 0.1, 16, 1.0)",results_all/eval/case_055_p2_n2.json,1.9,0.6
case_055,2,3,118835,35142,35142,3.3816,222226,0,,40,32893.96666666667,"('B', 0.25, 16, 2.0)",results_all/eval/case_055_p2_n3.json,1.8,0.7
case_055,2,4,118835,29882,29882,3.9768,115712,0,,24,27021.36666666667,"('B', 1.0, 64, 0.0)",results_all/eval/case_055_p2_n4.json,2.4,0.6
case_055,2,5,118835,23894,23894,4.9734,157184,0,,24,22561.7,"('B', 1.0, 64, 0.0)",results_all/eval/case_055_p2_n5.json,2.6,0.8
case_055,3,1,118835,119646,119646,1.0,0,0,0.0,31,96675.7,"('C', 0.1, 16, 1.0)",results_all/eval/case_055_p3_n1.json,2.1,0.8
case_055,3,2,118835,58100,58100,2.0454,231952,0,0.15594464362969115,61,49769.566666666666,"('C', 0.1, 16, 1.0)",results_all/eval/case_055_p3_n2.json,2.4,1.1
case_055,3,3,118835,35038,35038,3.3916,222226,0,0.21019659093393447,40,32893.96666666667,p2_plan,results_all/eval/case_055_p3_n3.json,2.4,0.9
case_055,3,4,118835,26743,26743,4.4436,287764,0,0.23892195804832522,53,26504.233333333337,"('C', 0.25, 16, 8.0)",results_all/eval/case_055_p3_n4.json,2.5,0.8
case_055,3,5,118835,23078,23078,5.1493,157184,0,0.18311967667932086,24,22561.7,"('C', 1.0, 64, 0.0)",results_all/eval/case_055_p3_n5.json,2.4,0.8
case_056,1,1,277285,277285,277285,1.0,0,0,,1,269003.1,"('A', 0.25, 16, 2.0)",results/single/case_056_single.json,12.2,0.0
case_056,1,2,277285,186326,186326,1.4882,4845502,0,,156,175497.1666666662,"('A', 1.0, 64, 8.0)",results_all/eval/case_056_p1_n2.json,12.9,6.9
case_056,1,3,277285,156181,156181,1.7754,5134150,0,,275,142277.0333333334,"('A', 0.25, 16, 2.0, None, 'blc')",results_all/eval/case_056_p1_n3.json,14.5,8.9
case_056,1,4,277285,140433,140433,1.9745,5250232,0,,374,117930.76666666675,"('A', 0.25, 16, 2.0)",results_all/eval/case_056_p1_n4.json,15.6,11.1
case_056,1,5,277285,127080,127080,2.182,5238324,0,,411,105658.30000000003,"('A', 0.25, 16, 2.0, 16)",results_all/eval/case_056_p1_n5.json,15.0,10.6
case_056,2,1,277285,277530,277530,1.0,14410,14410,,42,269007.3142068251,"('B', 0.1, 16, 8.0)",results_all/eval/case_056_p2_n1.json,10.5,6.0
case_056,2,2,277285,139608,139608,1.9862,1211766,0,,1400,136666.3666666667,"('B', 0.1, 16, 8.0, None, 'blc')",results_all/eval/case_056_p2_n2.json,11.5,6.2
case_056,2,3,277285,99372,99372,2.7904,1730396,0,,1522,97052.33333333331,"('B', 0.1, 16, 8.0)",results_all/eval/case_056_p2_n3.json,12.1,5.7
case_056,2,4,277285,78295,78295,3.5415,2026826,0,,1798,74956.03333333328,"('B', 0.1, 64, 8.0)",results_all/eval/case_056_p2_n4.json,13.5,6.3
case_056,2,5,277285,69530,69530,3.988,2108528,0,,1893,65182.46666666667,"('B', 0.1, 64, 8.0)",results_all/eval/case_056_p2_n5.json,13.9,6.1
case_056,3,1,277285,277530,277530,1.0,14410,14410,0.017774349819309997,42,269007.3142068251,"('C', 0.1, 64, 4.0)",results_all/eval/case_056_p3_n1.json,12.1,6.9
case_056,3,2,277285,138189,138189,2.0066,1196214,0,0.10197016501405606,1363,135989.09999999998,"('C', 0.25, 16, 8.0)",results_all/eval/case_056_p3_n2.json,13.0,6.7
case_056,3,3,277285,99060,99060,2.7992,1730396,0,0.14685118295903138,1522,97052.33333333331,p2_plan,results_all/eval/case_056_p3_n3.json,14.0,6.9
case_056,3,4,277285,77881,77881,3.5604,2026826,0,0.2167457754667111,1798,74956.03333333328,p2_plan,results_all/eval/case_056_p3_n4.json,14.7,6.5
case_056,3,5,277285,68273,70435,4.0614,2108528,0,0.2590704554255084,1893,65182.46666666667,p2_plan,results_all/eval/case_056_p3_n5.json,14.9,14.7
case_057,1,1,59726,59726,59726,1.0,94216,94216,,1,59115.30415028372,"('A', 0.1, 64, 1.0)",results/single/case_057_single.json,1.3,0.0
case_057,1,2,59726,30413,30413,1.9638,28960,28672,,2,30459.457311681246,"('A', 1.0, 16, 2.0)",results_all/eval/case_057_p1_n2.json,1.4,0.6
case_057,1,3,59726,21605,21605,2.7645,204132,0,,6,21112.833333333332,"('A', 0.25, 16, 1.0)",results_all/eval/case_057_p1_n3.json,1.4,0.7
case_057,1,4,59726,17644,17644,3.3851,329912,0,,8,16827.7,"('A', 0.25, 16, 4.0)",results_all/eval/case_057_p1_n4.json,1.8,0.6
case_057,1,5,59726,14549,14549,4.1052,14688,0,,5,14666.633333333333,"('A', inf, 16, 0.0)",results_all/eval/case_057_p1_n5.json,1.9,0.6
case_057,2,1,59726,58745,58745,1.0,4096,4096,,41,58750.454905122475,"('B', 0.1, 64, 2.0, None, 'blc')",results_all/eval/case_057_p2_n1.json,1.2,0.6
case_057,2,2,59726,29095,29095,2.0528,83472,0,,78,29039.233333333334,"('B', 0.25, 64, 8.0)",results_all/eval/case_057_p2_n2.json,1.4,0.5
case_057,2,3,59726,19996,19996,2.9869,171906,0,,124,19559.833333333332,"('B', 0.25, 64, 8.0)",results_all/eval/case_057_p2_n3.json,1.2,0.7
case_057,2,4,59726,16756,16756,3.5645,349394,0,,99,15400.400000000001,"('B', 0.1, 16, 1.0)",results_all/eval/case_057_p2_n4.json,1.6,0.6
case_057,2,5,59726,13945,13945,4.283,125038,0,,45,13220.233333333334,"('B', 1.0, 16, 4.0)",results_all/eval/case_057_p2_n5.json,1.7,0.6
case_057,3,1,59726,58745,58745,1.0,4096,4096,0.012022871634711345,41,58750.454905122475,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_057_p3_n1.json,1.3,0.5
case_057,3,2,59726,29066,29066,2.0548,212820,0,0.2538441223654804,89,28982.233333333334,"('C', 0.25, 64, 2.0)",results_all/eval/case_057_p3_n2.json,1.4,0.8
case_057,3,3,59726,19766,19766,3.0217,292266,0,0.3344282771542042,138,19514.766666666663,"('C', 0.25, 64, 2.0)",results_all/eval/case_057_p3_n3.json,1.4,0.5
case_057,3,4,59726,15148,15148,3.9428,590694,0,0.43978098177047065,272,15321.7,"('C', 0.1, 64, 2.0)",results_all/eval/case_057_p3_n4.json,1.8,0.7
case_057,3,5,59726,13573,13573,4.4004,651958,0,0.47770788550741033,304,13160.733333333334,"('C', 0.1, 64, 2.0)",results_all/eval/case_057_p3_n5.json,1.9,0.9
case_058,1,1,4539717,4365478,4365478,1.0,34197504,0,,16,4365447.066666665,"('A', 0.25, 16, 2.0, 16)",results_all/eval/case_058_p1_n1.json,23.5,24.8
case_058,1,2,4539717,2193367,2193367,2.0697,38522880,0,,16,2191220.533333333,"('A', inf, 16, 0.0, 8)",results_all/eval/case_058_p1_n2.json,23.3,38.1
case_058,1,3,4539717,1495077,1495077,3.0364,47443968,0,,44,1476177.200000002,"('A', 0.25, 16, 2.0, 16)",results_all/eval/case_058_p1_n3.json,27.0,22.4
case_058,1,4,4539717,1181774,1181774,3.8414,50950144,262144,,33,1137551.3796227393,"('A', inf, 16, 0.0, 8)",results_all/eval/case_058_p1_n4.json,28.3,31.8
case_058,1,5,4539717,1030205,1030205,4.4066,47915008,876544,,39,964027.2524096261,"('A', 0.1, 16, 2.0, 8)",results_all/eval/case_058_p1_n5.json,31.1,39.8
case_058,2,1,4539717,4539717,4539717,1.0,28696576,28696576,,43,4439074.847515629,"('B', 0.1, 16, 8.0)",results_all/eval/case_058_p2_n1.json,21.2,26.7
case_058,2,2,4539717,2269094,2269094,2.0007,29548544,24141824,,86,2325199.777416855,"('B', 0.1, 16, 8.0)",results_all/eval/case_058_p2_n2.json,19.9,18.2
case_058,2,3,4539717,1585249,1585249,2.8637,35168256,12607488,,2296,1577808.6704383094,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_058_p2_n3.json,22.1,18.2
case_058,2,4,4539717,1153441,1153441,3.9358,37146624,8712192,,2551,1212769.7774911795,"('B', 0.1, 64, 2.0, None, 'mc')",results_all/eval/case_058_p2_n4.json,25.3,16.1
case_058,2,5,4539717,910802,910802,4.9843,36167680,4251648,,2652,944809.1580265005,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_058_p2_n5.json,24.3,17.2
case_058,3,1,4539717,4539717,4539717,1.0,28696576,28696576,0.0,43,4439074.847515629,"('C', 0.1, 64, 4.0)",results_all/eval/case_058_p3_n1.json,22.6,29.0
case_058,3,2,4539717,2265319,2265319,2.004,29827072,24555520,0.09529160579840432,86,2309390.192820792,"('C', 0.25, 16, 8.0)",results_all/eval/case_058_p3_n2.json,22.4,23.5
case_058,3,3,4539717,1587812,1587812,2.8591,35168256,12607488,0.08868628263572316,2296,1560903.0506461975,"('C', 0.1, 64, 4.0, None, 'mc')",results_all/eval/case_058_p3_n3.json,24.2,35.9
case_058,3,4,4539717,1144927,1158634,3.9651,37146624,8712192,0.28181935650600853,2551,1212769.7774911795,p2_plan,results_all/eval/case_058_p3_n4.json,26.8,36.6
case_058,3,5,4539717,901126,901126,5.0378,37232640,3883008,0.3617922711516241,2700,920604.424261332,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_058_p3_n5.json,26.3,16.1
case_059,1,1,829473,829473,829473,1.0,1691648,1691648,,1,740357.5974472257,"('A', 0.25, 16, 2.0)",results/single/case_059_single.json,3.6,0.0
case_059,1,2,829473,369318,369318,2.246,360448,0,,2,371395.4666666667,"('A', 0.25, 16, 2.0)",results_all/eval/case_059_p1_n2.json,3.6,3.2
case_059,1,3,829473,254073,254073,3.2647,1171456,0,,3,256115.46666666667,"('A', 0.25, 16, 4.0)",results_all/eval/case_059_p1_n3.json,4.1,2.9
case_059,1,4,829473,185216,185216,4.4784,1081344,0,,4,191453.06666666665,"('A', 0.25, 16, 2.0)",results_all/eval/case_059_p1_n4.json,5.3,2.4
case_059,1,5,829473,150782,150782,5.5011,2883584,0,,5,156869.06666666665,"('A', 0.25, 16, 2.0)",results_all/eval/case_059_p1_n5.json,5.4,3.9
case_059,2,1,829473,829473,829473,1.0,1691648,1691648,,64,740357.5974472257,"('B', 0.1, 16, 8.0)",results_all/eval/case_059_p2_n1.json,3.1,1.8
case_059,2,2,829473,369318,369318,2.246,360448,0,,64,371395.4666666667,"('B', 0.1, 16, 8.0)",results_all/eval/case_059_p2_n2.json,4.6,1.5
case_059,2,3,829473,254073,254073,3.2647,1081344,0,,64,256115.46666666667,"('B', 0.1, 16, 8.0)",results_all/eval/case_059_p2_n3.json,3.3,1.7
case_059,2,4,829473,185216,185216,4.4784,1081344,0,,64,191453.06666666665,"('B', 0.1, 16, 1.0)",results_all/eval/case_059_p2_n4.json,3.4,1.6
case_059,2,5,829473,150782,150782,5.5011,4325376,0,,64,156869.06666666665,"('B', 0.1, 16, 1.0)",results_all/eval/case_059_p2_n5.json,4.0,2.1
case_059,3,1,829473,815938,815938,1.0,1691648,1691648,0.6100443131462334,64,740357.5974472257,"('C', 0.1, 64, 4.0)",results_all/eval/case_059_p3_n1.json,3.5,2.0
case_059,3,2,829473,369318,369318,2.246,360448,0,0.0,64,371395.4666666667,"('C', 0.1, 64, 4.0)",results_all/eval/case_059_p3_n2.json,3.1,1.9
case_059,3,3,829473,254073,262029,3.2647,1081344,0,0.4166666666666667,64,256115.46666666667,p2_plan,results_all/eval/case_059_p3_n3.json,3.8,3.6
case_059,3,4,829473,185216,185216,4.4784,1081344,0,0.0,64,189571.92533333332,"('C', 0.1, 64, 4.0)",results_all/eval/case_059_p3_n4.json,3.9,1.6
case_059,3,5,829473,150736,150736,5.5028,3604480,0,0.6975524475524476,64,154987.92533333332,"('C', 0.1, 64, 4.0)",results_all/eval/case_059_p3_n5.json,4.6,1.7
case_060,1,1,888789,888789,888789,1.0,2068520,2068520,,1,866129.3828744063,single,results/single/case_060_single.json,7.4,0.0
case_060,1,2,888789,448475,448475,1.9818,4425988,196612,,8,430732.56423191505,"('A', 0.1, 16, 2.0, 4)",results_all/eval/case_060_p1_n2.json,7.6,8.9
case_060,1,3,888789,307366,307366,2.8916,5200128,49152,,12,291060.85452719324,"('A', 0.1, 16, 2.0, 4)",results_all/eval/case_060_p1_n3.json,9.5,8.0
case_060,1,4,888789,230130,230130,3.8621,4641280,438272,,8,215723.97034010908,"('A', 0.1, 64, 1.0)",results_all/eval/case_060_p1_n4.json,9.6,26.2
case_060,1,5,888789,200050,200050,4.4428,4698772,143360,,11,176039.16382662012,"('A', 0.1, 64, 1.0)",results_all/eval/case_060_p1_n5.json,9.6,20.8
case_060,2,1,888789,888789,888789,1.0,2068520,2068520,,1,866129.3828744063,single,results_all/eval/case_060_p2_n1.json,7.0,3.5
case_060,2,2,888789,435086,435086,2.0428,3545492,1435836,,190,428543.5658707098,"('B', 0.1, 64, 2.0, None, 'mc')",results_all/eval/case_060_p2_n2.json,6.7,3.9
case_060,2,3,888789,305507,305507,2.9092,4404764,847018,,226,287131.42016453756,"('B', 0.1, 64, 2.0, None, 'mc')",results_all/eval/case_060_p2_n3.json,6.9,3.8
case_060,2,4,888789,221626,221626,4.0103,2990336,8192,,194,206495.8892120831,"('B', 0.1, 64, 8.0)",results_all/eval/case_060_p2_n4.json,7.0,3.8
case_060,2,5,888789,179351,179351,4.9556,3968280,8192,,212,166334.93105178516,"('B', 0.1, 64, 2.0)",results_all/eval/case_060_p2_n5.json,8.8,4.2
case_060,3,1,888789,887801,887801,1.0,2068520,2068520,0.4231432279268349,1,866129.3828744063,single,results_all/eval/case_060_p3_n1.json,7.6,4.1
case_060,3,2,888789,433672,433672,2.0494,3697044,1587388,0.5446802113758192,190,427497.82994724414,"('C', 0.1, 64, 4.0, None, 'mc')",results_all/eval/case_060_p3_n2.json,7.4,4.4
case_060,3,3,888789,304700,307128,2.9169,4404764,847018,0.5071735948804552,226,287131.42016453756,p2_plan,results_all/eval/case_060_p3_n3.json,7.3,9.0
case_060,3,4,888789,221626,221626,4.0103,2990336,8192,0.3735873551106428,194,206495.8892120831,p2_plan,results_all/eval/case_060_p3_n4.json,9.2,4.0
case_060,3,5,888789,174062,174062,5.1062,4351128,15104,0.49952369024679355,209,165566.2370052346,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_060_p3_n5.json,8.4,3.9
case_061,1,1,77191,77191,77191,1.0,0,0,,1,75452.73333333334,single,results/single/case_061_single.json,2.5,0.0
case_061,1,2,77191,40982,40982,1.8835,27648,0,,2,40828.9,"('A', 1.0, 16, 2.0)",results_all/eval/case_061_p1_n2.json,2.0,1.2
case_061,1,3,77191,28451,28451,2.7131,27648,0,,3,28161.9,"('A', 1.0, 16, 2.0)",results_all/eval/case_061_p1_n3.json,2.3,0.9
case_061,1,4,77191,22442,22442,3.4396,55296,0,,4,22087.7,"('A', 1.0, 16, 2.0)",results_all/eval/case_061_p1_n4.json,2.1,1.3
case_061,1,5,77191,19016,19016,4.0593,201496,0,,13,17400.633333333335,"('A', 0.25, 16, 2.0, None, 'blc')",results_all/eval/case_061_p1_n5.json,2.1,1.3
case_061,2,1,77191,77191,77191,1.0,0,0,,1,75452.73333333334,single,results_all/eval/case_061_p2_n1.json,2.0,0.6
case_061,2,2,77191,39364,39364,1.961,48128,0,,57,39042.96666666667,"('B', 0.25, 64, 8.0)",results_all/eval/case_061_p2_n2.json,2.1,0.9
case_061,2,3,77191,27395,27395,2.8177,259860,0,,98,27048.699999999997,"('B', 0.1, 16, 1.0)",results_all/eval/case_061_p2_n3.json,1.8,0.5
case_061,2,4,77191,20163,20163,3.8283,372630,0,,119,19430.3,"('B', 0.1, 16, 1.0)",results_all/eval/case_061_p2_n4.json,1.9,0.9
case_061,2,5,77191,17450,17450,4.4236,357534,0,,139,16207.133333333333,"('B', 0.1, 16, 8.0)",results_all/eval/case_061_p2_n5.json,2.2,0.8
case_061,3,1,77191,77191,77191,1.0,0,0,0.0,1,75452.73333333334,single,results_all/eval/case_061_p3_n1.json,2.4,0.9
case_061,3,2,77191,39364,39364,1.961,48128,0,0.06115832224156172,57,39042.96666666667,p2_plan,results_all/eval/case_061_p3_n2.json,2.0,0.9
case_061,3,3,77191,27282,27282,2.8294,285968,0,0.13510909514092245,98,27035.36666666667,"('C', 0.1, 16, 1.0)",results_all/eval/case_061_p3_n3.json,2.7,0.7
case_061,3,4,77191,19932,19932,3.8727,379030,0,0.16182617324539422,119,19424.166666666664,"('C', 0.1, 16, 1.0)",results_all/eval/case_061_p3_n4.json,2.3,1.0
case_061,3,5,77191,16977,16977,4.5468,458684,0,0.1633214831786186,140,15933.0,"('C', 0.1, 16, 1.0)",results_all/eval/case_061_p3_n5.json,2.4,1.0
case_062,1,1,2854809,2854809,2854809,1.0,0,0,,1,2854808.0,"('A', 1.0, 16, 2.0)",results/single/case_062_single.json,32.7,0.0
case_062,1,2,2854809,1451033,1451033,1.9674,1927680,0,,3,1451265.6000000003,"('A', 1.0, 64, 8.0)",results_all/eval/case_062_p1_n2.json,29.6,369.9
case_062,1,3,2854809,968508,968508,2.9476,1282560,0,,4,968822.4,"('A', 1.0, 64, 8.0)",results_all/eval/case_062_p1_n3.json,31.2,283.8
case_062,1,4,2854809,727531,727531,3.924,950784,0,,5,727514.4,"('A', 1.0, 64, 8.0)",results_all/eval/case_062_p1_n4.json,35.0,181.0
case_062,1,5,2854809,610912,610912,4.673,3128832,0,,6,610472.0,"('A', 0.25, 16, 2.0)",results_all/eval/case_062_p1_n5.json,34.0,130.8
case_062,2,1,2854809,2854809,2854809,1.0,0,0,,1,2854808.0,"('B', 1.0, 64, 0.0)",results_all/eval/case_062_p2_n1.json,26.7,10.4
case_062,2,2,2854809,1449796,1449796,1.9691,1668096,706560,,359,1452549.162847955,"('B', 0.1, 64, 8.0)",results_all/eval/case_062_p2_n2.json,31.4,28.3
case_062,2,3,2854809,967033,967033,2.9521,1030656,175104,,324,968417.8365107644,"('B', 0.1, 64, 2.0)",results_all/eval/case_062_p2_n3.json,29.9,20.2
case_062,2,4,2854809,726246,726246,3.9309,709632,0,,297,726265.6,"('B', 0.1, 64, 8.0)",results_all/eval/case_062_p2_n4.json,32.0,18.5
case_062,2,5,2854809,609411,609411,4.6845,2872320,371712,,860,612203.5951329299,"('B', 0.1, 16, 8.0)",results_all/eval/case_062_p2_n5.json,34.1,16.9
case_062,3,1,2854809,2854809,2854809,1.0,0,0,0.0,1,2854808.0,"('C', 1.0, 64, 0.0)",results_all/eval/case_062_p3_n1.json,24.7,11.5
case_062,3,2,2854809,1449796,1449796,1.9691,1668096,706560,0.0,359,1452549.162847955,"('C', 0.1, 64, 4.0)",results_all/eval/case_062_p3_n2.json,25.7,21.9
case_062,3,3,2854809,967033,967033,2.9521,1030656,175104,0.00033108928374351616,324,968417.5585297585,"('C', 0.1, 64, 4.0)",results_all/eval/case_062_p3_n3.json,26.7,22.3
case_062,3,4,2854809,726246,726246,3.9309,709632,0,0.0,297,726265.6,"('C', 0.1, 64, 4.0)",results_all/eval/case_062_p3_n4.json,28.0,17.5
case_062,3,5,2854809,609411,609411,4.6845,2872320,371712,0.0,860,612203.5951329299,"('C', 0.1, 16, 1.0)",results_all/eval/case_062_p3_n5.json,36.3,21.5
case_063,1,1,1070397,1070397,1070397,1.0,0,0,,1,1070396.0,"('A', 1.0, 16, 2.0)",results/single/case_063_single.json,10.7,0.0
case_063,1,2,1070397,544253,544253,1.9667,671232,0,,3,544485.6,"('A', 1.0, 64, 8.0)",results_all/eval/case_063_p1_n2.json,12.6,33.9
case_063,1,3,1070397,373377,373377,2.8668,4317696,0,,8,371448.79999999993,"('A', 1.0, 64, 8.0)",results_all/eval/case_063_p1_n3.json,11.4,15.9
case_063,1,4,1070397,286411,286411,3.7373,1420800,0,,5,286306.3999999999,"('A', 0.25, 16, 2.0)",results_all/eval/case_063_p1_n4.json,10.9,14.4
case_063,1,5,1070397,230320,230320,4.6474,1119744,0,,6,230174.4,"('A', 0.25, 16, 2.0)",results_all/eval/case_063_p1_n5.json,11.4,12.8
case_063,2,1,1070397,1070397,1070397,1.0,0,0,,1,1070396.0,"('B', 1.0, 64, 0.0)",results_all/eval/case_063_p2_n1.json,10.2,4.4
case_063,2,2,1070397,543016,543016,1.9712,408576,76800,,160,543577.4371616369,"('B', 0.1, 64, 8.0)",results_all/eval/case_063_p2_n2.json,10.2,5.6
case_063,2,3,1070397,369455,369455,2.8972,2883072,0,,482,368563.99999999994,"('B', 1.0, 64, 0.0)",results_all/eval/case_063_p2_n3.json,10.1,5.9
case_063,2,4,1070397,285534,285534,3.7488,4838400,0,,711,285325.5999999999,"('B', 1.0, 64, 0.0)",results_all/eval/case_063_p2_n4.json,10.7,6.0
case_063,2,5,1070397,222383,222383,4.8133,4270080,0,,708,221408.0,"('B', 0.1, 64, 8.0)",results_all/eval/case_063_p2_n5.json,10.5,6.0
case_063,3,1,1070397,1070397,1070397,1.0,0,0,0.0,1,1070396.0,"('C', 1.0, 64, 0.0)",results_all/eval/case_063_p3_n1.json,11.9,4.2
case_063,3,2,1070397,543016,543016,1.9712,408576,76800,0.0,160,543577.4371616369,"('C', 0.1, 64, 4.0)",results_all/eval/case_063_p3_n2.json,11.8,6.0
case_063,3,3,1070397,369455,369455,2.8972,2883072,0,0.0006366723259762309,482,368563.99999999994,"('C', 1.0, 64, 0.0)",results_all/eval/case_063_p3_n3.json,12.3,6.0
case_063,3,4,1070397,285534,285534,3.7488,4838400,0,0.001569584931984653,711,285325.5999999999,"('C', 1.0, 64, 0.0)",results_all/eval/case_063_p3_n4.json,10.8,6.2
case_063,3,5,1070397,222383,222383,4.8133,4291584,0,0.0005589714924538849,712,221408.0,"('C', 0.1, 64, 4.0)",results_all/eval/case_063_p3_n5.json,11.4,6.0
case_064,1,1,19116,19116,19116,1.0,0,0,,1,17652.8,"('A', 0.25, 16, 2.0)",results/single/case_064_single.json,1.9,0.0
case_064,1,2,19116,19116,19116,1.0,0,0,,1,17652.8,prev_n1,results_all/eval/case_064_p1_n2.json,1.9,0.6
case_064,1,3,19116,19116,19116,1.0,0,0,,1,17652.8,prev_n2,results_all/eval/case_064_p1_n3.json,2.0,0.7
case_064,1,4,19116,17106,17106,1.1175,205338,0,,71,16489.133333333328,"('A', 0.25, 16, 2.0, None, 'blc')",results_all/eval/case_064_p1_n4.json,2.1,0.9
case_064,1,5,19116,15278,15278,1.2512,203068,0,,88,14670.399999999994,"('A', 0.1, 64, 1.0)",results_all/eval/case_064_p1_n5.json,2.2,0.7
case_064,2,1,19116,17918,17918,1.0,0,0,,46,17652.8,"('B', 0.1, 16, 8.0)",results_all/eval/case_064_p2_n1.json,1.6,0.5
case_064,2,2,19116,14506,14506,1.3178,90278,0,,200,13996.73333333333,"('B', 0.1, 16, 1.0)",results_all/eval/case_064_p2_n2.json,1.5,0.7
case_064,2,3,19116,12178,12178,1.5697,102348,0,,211,11807.666666666668,"('B', 1.0, 16, 4.0)",results_all/eval/case_064_p2_n3.json,1.8,0.5
case_064,2,4,19116,11348,11348,1.6845,115920,0,,305,11186.766666666666,"('B', 1.0, 64, 0.0)",results_all/eval/case_064_p2_n4.json,1.8,0.9
case_064,2,5,19116,11281,11281,1.6945,108788,0,,341,11100.999999999996,"('B', 0.1, 64, 2.0)",results_all/eval/case_064_p2_n5.json,1.8,0.7
case_064,3,1,19116,17918,17960,1.0,0,0,0.0,46,17652.8,p2_plan,results_all/eval/case_064_p3_n1.json,1.7,1.1
case_064,3,2,19116,14505,14990,1.3179,90278,0,0.09638356677753314,200,13996.73333333333,p2_plan,results_all/eval/case_064_p3_n2.json,1.8,1.2
case_064,3,3,19116,12161,12161,1.5719,102348,0,0.2586569495054659,211,11807.666666666668,p2_plan,results_all/eval/case_064_p3_n3.json,1.8,0.7
case_064,3,4,19116,11326,11460,1.6878,115920,0,0.23852533846123963,305,11186.766666666666,p2_plan,results_all/eval/case_064_p3_n4.json,2.0,1.2
case_064,3,5,19116,11204,11204,1.7062,108788,0,0.1965730996560743,341,11100.999999999996,p2_plan,results_all/eval/case_064_p3_n5.json,2.2,0.8
case_065,1,1,53068,53068,53068,1.0,0,0,,1,53055.26666666666,"('A', 0.25, 16, 2.0)",results/single/case_065_single.json,1.0,0.0
case_065,1,2,53068,29034,29034,1.8278,287392,0,,5,22484.3,"('A', 0.1, 64, 1.0)",results_all/eval/case_065_p1_n2.json,1.2,0.6
case_065,1,3,53068,18569,18569,2.8579,27936,0,,3,18474.266666666666,"('A', 0.25, 16, 2.0)",results_all/eval/case_065_p1_n3.json,1.1,0.5
